,russian_title,itm_title,ganers,rating,year
966,Вайолет Эвергарден: Реклама,Violet Evergarden CM,['Фэнтези'],7.8,2016
967,Звёздный флаг 2 сезон,Seikai no Senki II,"['Экшен', 'Романтика', 'Фантастика', 'Космос', 'Военное']",7.8,2001
968,Детектив Конан: Стратегия над бездной,Detective Conan Movie 09: Strategy Above the Depths / Detective Conan: Movie 9,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",7.8,2005
969,Со склонов Кокурико,Coquelicot Saka kara,"['Исторический', 'Романтика', 'Школа', 'Сёдзе', 'Удостоено наград']",7.8,2011
970,Изгнанник,LastEXILE,"['Экшен', 'Приключения', 'Фантастика']",7.8,2003
971,Токийский гуль,Tokyo Ghoul,"['Экшен', 'Ужасы', 'Психологическое', 'Сейнен', 'Фэнтези', 'Кровь', 'Триллер']",7.8,2014
972,Наруто: Последний фильм,The Last: Naruto the Movie,"['Экшен', 'Сёнен', 'Романтика', 'Приключения', 'Фэнтези']",7.8,2014
973,А вот и она!,There She Is!!,"['Комедия', 'Романтика', 'Антропоморфизм']",7.8,2003
974,Новый инициал Ди: Легенда вторая — Одиночка,New Initial D Movie: Legend 2 - Tousou,"['Машины', 'Сейнен']",7.8,2015
975,Фронт кровавой блокады 2 сезон,Kekkai Sensen & Beyond,"['Экшен', 'Комедия', 'Супер сила', 'Вампиры', 'Фэнтези', 'Сёнен']",7.8,2017
976,Герой Юна Юки: История Суми Вашио — Душа,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,"['Драма', 'Фэнтези', 'Повседневность', 'Махо-сёдзё']",7.8,2017
977,Сегодняшнее меню для Эмии,Emiya-san Chi no Kyou no Gohan,"['Комедия', 'Повседневность', 'Ияшикей', 'Гурман']",7.8,2018
978,Хорошенькое лекарство: Мерцание звёзд,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,"['Экшен', 'Фэнтези', 'Сёдзе', 'Махо-сёдзё']",7.8,2019
979,Дом теней,Shadows House,"['Сейнен', 'Детектив', 'Фэнтези']",7.8,2021
980,Судьба/Великий карнавал,Fate/Grand Carnival,"['Комедия', 'Фэнтези', 'Сверхъестественное']",7.8,2020
981,Сказка о девушке эпохи Тайсё,Taishou Otome Otogibanashi,"['Комедия', 'Исторический', 'Романтика', 'Сёнен', 'Драма']",7.8,2021
982,Судьба/Великий приказ: Финальная сингулярность — Соломон,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,"['Экшен', 'Сверхъестественное', 'Фэнтези', 'Исекай']",7.8,2021
983,"В джунглях всё было хорошо, пока не пришла Гуу: Делюкс",Jungle wa Itsumo Hare nochi Guu Deluxe / Guu Deluxe,"['Комедия', 'Повседневность', 'Гэг юмор', 'Сёнен']",7.8,2002
984,Приключения Дигимонов: Дети играют в войну,Digimon Adventure: Bokura no War Game!,"['Фантастика', 'Приключения', 'Комедия', 'Детское']",7.8,2000
985,"Детектив Конан: Партитура, вызывающая трепет",Detective Conan Movie 12: Full Score of Fear,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",7.8,2008
986,Игры разума,Mind Game,"['Приключения', 'Комедия', 'Безумие', 'Романтика', 'Психологическое', 'Удостоено наград', 'Взрослые сейю']",7.8,2004
987,Галактический экспресс 999,Ginga Tetsudou 999,"['Фантастика', 'Приключения', 'Космос', 'Драма']",7.8,1978
988,Оборотни,Jin-Rou,"['Драма', 'Романтика', 'Военное', 'Полиция', 'Удостоено наград', 'Взрослые сейю']",7.8,2000
989,Сломанный меч 3: Коварный удар — Смертельная рана,Break Blade Movie 3: Kyoujin no Ato,"['Экшен', 'Фэнтези', 'Меха', 'Военное', 'Сёнен', 'Взрослые сейю']",7.8,2010
990,Граница пустоты 2: Теория убийства  — Часть 1,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen) / knk,"['Экшен', 'Детектив', 'Романтика', 'Сверхъестественное', 'Триллер']",7.8,2007
991,Призрак в доспехах 2: Невинность,Innocence,"['Меха', 'Фантастика', 'Военное', 'Полиция', 'Психологическое', 'Взрослые сейю', 'Удостоено наград']",7.8,2004
992,Саюки: Истоки,Saiyuuki Gaiden,"['Экшен', 'Приключения', 'Драма', 'Фэнтези', 'Демоны']",7.8,2011
993,Макросс Фронтир: Фальшивая дива,Macross F Movie 1: Itsuwari no Utahime,"['Экшен', 'Меха', 'Музыка', 'Романтика', 'Фантастика', 'Космос', 'Военное']",7.8,2009
994,Син-тян,Crayon Shin-chan,"['Комедия', 'Этти', 'Школа', 'Сейнен']",7.8,Онгоинг
995,Котикамэ,Kochira Katsushikaku Kameari Kouenmae Hashutsujo / Kochikame,"['Комедия', 'Полиция', 'Взрослые сейю', 'Гэг юмор', 'Сёнен']",7.8,1996
996,Гигантский робот,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,"['Экшен', 'Меха', 'Фантастика', 'Сёнен', 'Супер сила', 'Драма']",7.8,1992
997,Код Гиас: Восставший Лелуш 2 — Реквием Зеро,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,"['Экшен', 'Меха', 'Военное', 'Супер сила']",7.8,2009
998,Новый инициал Ди: Легенда первая — Пробуждение,New Initial D Movie: Legend 1 - Kakusei,"['Экшен', 'Машины', 'Сейнен']",7.8,2014
999,Мобильный воин Гандам: Дубль-вэ — Бесконечный вальс,Shin Kidou Senki Gundam Wing: Endless Waltz Special,"['Экшен', 'Драма', 'Меха', 'Фантастика', 'Космос', 'Военное']",7.8,1998
1000,"Кланнад: Продолжение истории — Другой мир, глава Кё","Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","['Драма', 'Романтика', 'Школа']",7.8,2009
1001,Заказывали кролика? 2 сезон,Gochuumon wa Usagi desu ka?? / gochiusa2,"['Повседневность', 'CGDCT', 'Ияшикей', 'Работа']",7.8,2015
1002,Заказывали кролика? 2: Моя дорогая сестра,Gochuumon wa Usagi desu ka?? Dear My Sister,"['CGDCT', 'Ияшикей', 'Работа', 'Повседневность']",7.8,2017
1003,Члены школьного совета. Фильм 2,Seitokai Yakuindomo Movie 2,"['Комедия', 'Школа', 'Сёнен', 'Гэг юмор']",7.8,2021
1004,Рандеву с жизнью 4 сезон,Date A Live IV,"['Гарем', 'Романтика', 'Фантастика', 'Экшен', 'Меха', 'Школа']",7.8,2022
1005,Вечная воля,Yi Nian Yong Heng,"['Экшен', 'Комедия', 'Исторический', 'Боевые искусства', 'Фэнтези']",7.8,2020
1006,Живая любовь! Проект «Школьный идол» 2 сезон,Love Live! School Idol Project 2nd Season / LL!2,"['Музыка', 'Школа', 'Повседневность', 'Идолы (девушки)', 'Удостоено наград']",7.8,2014
1007,Наброски Хидамари x SP,Hidamari Sketch x SP,"['Повседневность', 'Комедия', 'Школа', 'CGDCT', 'Ияшикей', 'Изобразительное искусство']",7.8,2011
1008,Живая любовь! Снежный ореол,Snow Halation,"['Музыка', 'Идолы (девушки)']",7.8,2010
1009,Босоногий Гэн,Hadashi no Gen,"['Драма', 'Исторический', 'Удостоено наград']",7.8,1983
1010,Энн из Зелёных Крыш,Akage no Anne,"['Драма', 'Исторический']",7.8,1979
1011,Люпен III: Женщина по имени Фудзико Минэ,Lupin the Third: Mine Fujiko to Iu Onna,"['Экшен', 'Приключения', 'Комедия', 'Этти', 'Самураи', 'Сейнен', 'Взрослые сейю', 'Удостоено наград']",7.8,2012
1012,Мобильный воин Гандам,Kidou Senshi Gundam,"['Меха', 'Фантастика', 'Космос', 'Военное', 'Экшен', 'Драма']",7.8,1979
1013,Дом Пяти Листьев,Saraiya Goyou,"['Исторический', 'Самураи', 'Сейнен', 'Драма', 'Взрослые сейю']",7.8,2010
1014,Драконий жемчуг Зет: Стойкие бойцы — Гохан и Транкс,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks / DBZ Special 2,"['Приключения', 'Драма', 'Фэнтези', 'Сёнен']",7.8,1993
1015,Люпен III: Часть II,Lupin III: Part II,"['Экшен', 'Приключения', 'Комедия', 'Детектив', 'Сейнен', 'Взрослые сейю']",7.8,1977
1016,Хладнокровный Хозуки,Hoozuki no Reitetsu,"['Комедия', 'Демоны', 'Фэнтези', 'Сейнен']",7.8,2014
1017,Волшебник Кайто,Magic Kaito,"['Приключения', 'Комедия', 'Романтика', 'Сёнен']",7.8,2010
1018,Волейбол против «Неудачников»!!,"Haikyuu!! vs. ""Akaten""","['Спорт', 'Школа', 'Командный спорт', 'Сёнен']",7.8,2016
1019,Приключения Дигимонов,Digimon Adventure,"['Экшен', 'Приключения', 'Комедия', 'Фэнтези', 'Детское', 'Исекай']",7.8,1999
1020,Девчонка не промах,High Score Girl,"['Комедия', 'Школа', 'Сейнен', 'Любовный многоугольник', 'Романтический подтекст', 'Игры']",7.8,2018
1021,Лилии на ветру: Летние каникулы — Спецвыпуски,Yuru Yuri Nachuyachumi!+,"['Комедия', 'Сёдзе Ай', 'CGDCT', 'Гэг юмор']",7.8,2015
1022,Зарэгото: Обезглавливающий цикл,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,"['Детектив', 'Сверхъестественное', 'Драма']",7.8,2016
1023,Ария: Сумерки,Aria the Crepuscolo,"['Фантастика', 'Повседневность', 'Фэнтези', 'Сёнен', 'Ияшикей']",7.8,2021
1024,Сонни Бой,Sonny Boy,"['Супер сила', 'Детектив', 'Исекай', 'Удостоено наград']",7.8,2021
1025,Повесть о доме Тайра,Heike Monogatari,"['Исторический', 'Драма', 'Самураи']",7.8,2022
1026,Дочка босса и её нянька,Kumichou Musume to Sewagakari,"['Повседневность', 'Уход за детьми', 'Организованная преступность']",7.8,2022
1027,Члены школьного совета OVA,Seitokai Yakuindomo OVA / SYD 2011,"['Гэг юмор', 'Комедия', 'Школа', 'Сёнен']",7.8,2011
1028,Люпен III против детектива Конана,Lupin III vs. Detective Conan / lupicona-tv,"['Экшен', 'Приключения', 'Комедия', 'Детектив', 'Сёнен']",7.8,2009
1029,"Прощай, унылый учитель OVA 2",Zan Sayonara Zetsubou Sensei Bangaichi / szs5,"['Комедия', 'Пародия', 'Школа', 'Сёнен', 'Гэг юмор']",7.8,2009
1030,Многоцветье,Colorful (Movie),"['Драма', 'Повседневность', 'Сверхъестественное', 'Удостоено наград']",7.8,2010
1031,Технолайз,Texhnolyze,"['Экшен', 'Фантастика', 'Психологическое', 'Драма']",7.8,2003
1032,Охота на привидений,Ghost Hunt,"['Детектив', 'Ужасы', 'Сверхъестественное']",7.8,2006
1033,Ранма 1/2,Ranma 1/2 Nettou Hen,"['Комедия', 'Фэнтези', 'Боевые искусства', 'Сёнен', 'Смена пола', 'Экшен']",7.8,1989
1034,Восточный Эдем,Higashi no Eden,"['Детектив', 'Романтика', 'Фантастика', 'Триллер', 'Удостоено наград']",7.8,2009
1035,Детектив Конан  OVA 10: Кид на острове-ловушке,Detective Conan OVA 10: Kid in Trap Island,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",7.8,2010
1036,Исчезновение Конана Эдогавы: Два самых худших дня в истории,The Disappearance of Conan Edogawa: The Worst Two Days in History,"['Приключения', 'Полиция', 'Комедия', 'Детектив', 'Сёнен']",7.8,2014
1037,Вечная корона грешника,The Everlasting Guilty Crown,['Музыка'],7.8,2012
1038,Тамаюра: Заключительная глава — Звуки,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,"['Комедия', 'Повседневность', 'Драма', 'CGDCT', 'Ияшикей']",7.8,2015
1039,Усопшие: Спецвыпуски,Shiki Specials,"['Ужасы', 'Детектив', 'Сверхъестественное', 'Вампиры', 'Триллер', 'Психологическое', 'Кровь', 'Сёнен']",7.8,2011
1040,Красноволосая принцесса Белоснежка,Akagami no Shirayuki-hime,"['Драма', 'Фэнтези', 'Романтика', 'Сёдзе']",7.8,2015
1041,Рай Грисайи,Grisaia no Rakuen,"['Драма', 'Романтика', 'Гарем', 'Психологическое']",7.8,2015
1042,Как воспитать героиню из обычной девушки 2 сезон,Saenai Heroine no Sodatekata ♭ / Saekano S2,"['Гарем', 'Комедия', 'Романтика', 'Этти', 'Школа', 'Культура отаку']",7.8,2017
1043,Легенда о героях Галактики: Новый тезис. Встреча,Ginga Eiyuu Densetsu: Die Neue These - Kaikou / LoGH 2018,"['Военное', 'Фантастика', 'Космос', 'Драма', 'Взрослые сейю']",7.8,2018
1044,Повелитель 2 сезон,OVERLORD II,"['Экшен', 'Приключения', 'Фэнтези', 'Исекай']",7.8,2018
1045,Сакура — собирательница карт: Пролог,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma / CCS OVA,"['Романтика', 'Фэнтези', 'Сёдзе', 'Махо-сёдзё']",7.8,2017
1046,Смертоносный герцог и его чёрная горничная 2 сезон,Shinigami Bocchan to Kuro Maid 2nd Season,"['Комедия', 'Сверхъестественное', 'Романтический подтекст']",7.8,Онгоинг
1047,Гэнсикэн 2 сезон,Genshiken 2 сезон,"['Комедия', 'Пародия', 'Сейнен', 'Культура отаку']",7.8,2007
1048,Шаман Кинг,Shaman King,"['Супер сила', 'Экшен', 'Приключения', 'Комедия', 'Сёнен', 'Сверхъестественное']",7.8,2001
1049,Повелитель тьмы на подработке!,Hataraku Maou-sama!,"['Комедия', 'Демоны', 'Фэнтези', 'Романтический подтекст', 'Работа']",7.8,2013
1050,Рыцари Зодиака,Saint Seiya,"['Приключения', 'Фэнтези', 'Фантастика', 'Сёнен', 'Экшен', 'Демоны']",7.8,1986
1051,Гандам: Объединение,Turn A Gundam,"['Экшен', 'Приключения', 'Драма', 'Меха', 'Фантастика', 'Космос', 'Военное', 'Романтика', 'Удостоено наград']",7.8,1999
1052,Связь сердец,Kokoro Connect,"['Драма', 'Романтика', 'Школа', 'Сверхъестественное', 'Любовный многоугольник']",7.8,2012
1053,Дева Мария смотрит за вами 4 сезон,Maria-sama ga Miteru 4th / marimite4,"['Школа', 'Сёдзе Ай', 'Драма']",7.8,2009
1054,Мобильный воин Гандам: Поколение,Kidou Senshi Gundam SEED / Gundam S,"['Экшен', 'Драма', 'Меха', 'Романтика', 'Фантастика', 'Космос', 'Военное', 'Удостоено наград']",7.8,2002
1055,Саюки: Погребение,Saiyuuki Reload: Burial / SRB,"['Экшен', 'Приключения', 'Драма', 'Фэнтези', 'Сёдзе', 'Демоны']",7.8,2007
1056,Академия ведьмочек: Колдовской парад,Little Witch Academia: Mahoujikake no Parade / lwa2,"['Приключения', 'Комедия', 'Фэнтези', 'Школа']",7.8,2015
1057,Рыцари Зодиака: Глава Аида — Преисподняя,Saint Seiya: Meiou Hades Meikai-hen,"['Экшен', 'Приключения', 'Демоны', 'Фэнтези', 'Фантастика', 'Сёнен']",7.8,2005
1058,Шарлотта,Charlotte,"['Школа', 'Супер сила', 'Драма']",7.8,2015
1059,Красавица-воин Сейлор Мун: Кристалл — Апостолы смерти,Bishoujo Senshi Sailor Moon Crystal Season III / Sailor Moon Crystal Season III,"['Демоны', 'Романтика', 'Сёдзе', 'Махо-сёдзё', 'Фэнтези']",7.8,2016
1060,Мир удона Поко,Udon no Kuni no Kiniro Kemari / udon kuni,"['Повседневность', 'Сейнен', 'Антропоморфизм', 'Уход за детьми', 'Ияшикей', 'Сверхъестественное']",7.8,2016
1061,Человек-дьявол: Плакса,Devilman: Crybaby,"['Экшен', 'Ужасы', 'Демоны', 'Сверхъестественное', 'Безумие', 'Кровь', 'Сёнен']",7.8,2018
1062,Вольный стиль! Займите свои позиции,Free! Take Your Marks,"['Повседневность', 'Школа']",7.8,2017
1063,"Звучи, эуфониум! Последняя клятва",Hibike! Euphonium Movie 3: Chikai no Finale,"['Музыка', 'Драма', 'Школа', 'Исполнительское искусство']",7.8,2019
1064,Баскетбол Куроко: Последняя игра — Спецвыпуск,Kuroko no Basket: Last Game NG-shuu,"['Комедия', 'Сёнен', 'Спорт', 'Командный спорт']",7.8,2017
1065,Ура мечте! Девушки из группы,BanG Dream! Garupa☆Pico,"['Музыка', 'Комедия']",7.8,2018
1066,Заказывали кролика? 2 OVA,Gochuumon wa Usagi desu ka?? Sing for You,"['Повседневность', 'CGDCT', 'Ияшикей', 'Работа']",7.8,2019
1067,Система «спаси-себя-сам» для главного злодея,Chuan Shu Zijiu Zhinan,"['Исторический', 'Демоны', 'Драма', 'Исекай', 'Комедия', 'Фэнтези']",7.8,2020
1068,"Добро пожаловать в ад, Ирума!",Mairimashita! Iruma-kun,"['Комедия', 'Демоны', 'Фэнтези', 'Сёнен', 'Школа', 'Исекай']",7.8,2019
1069,Детектив Конан: Алая пуля,Detective Conan Movie 24: The Scarlet Bullet,"['Экшен', 'Детектив', 'Комедия', 'Полиция', 'Драма', 'Сёнен']",7.8,2021
1070,Девушка из оперы!,Kageki Shoujo!!,"['Сёдзе', 'Драма', 'Школа', 'Исполнительское искусство']",7.8,2021
1071,Улица всех святых 3,Wan Sheng Jie 3,"['Комедия', 'Демоны', 'Сверхъестественное']",7.8,2022
1072,Патриотизм Мориарти OVA,Yuukoku no Moriarty OVA,"['Взрослые сейю', 'Детектив', 'Исторический', 'Психологическое', 'Триллер', 'Сёнен']",7.8,2022
1073,Невеста чародея 2 сезон,Mahoutsukai no Yome Season 2,"['Фэнтези', 'Сёнен', 'Демоны', 'Драма', 'Романтика']",7.8,2023
1074,Библиотечная война: Крылья революции,Toshokan Sensou: Kakumei no Tsubasa,"['Экшен', 'Комедия', 'Романтика', 'Военное', 'Взрослые сейю']",7.7,2012
1075,Мобильный воин Гандам III: Столкновение в космосе,Kidou Senshi Gundam III: Meguriai Sora-hen,"['Приключения', 'Драма', 'Меха', 'Фантастика', 'Космос', 'Военное', 'Экшен']",7.7,1982
1076,Выжить на необитаемой планете,Mujin Wakusei Survive / Survive,"['Экшен', 'Приключения', 'Фэнтези', 'Фантастика', 'Повседневность', 'Выживание']",7.7,2003
1077,Путешествие Кино: Прекрасный мир — Жизнь продолжается,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,"['Приключения', 'Драма', 'Фэнтези']",7.7,2005
1078,Ван-Пис: Барон Омацури и Секретный Остров,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima / OP Movie 6,"['Приключения', 'Фэнтези', 'Сёнен', 'Экшен', 'Драма']",7.7,2005
1079,Счастливая звезда,Lucky Star TV,"['Комедия', 'Школа', 'CGDCT', 'Гэг юмор', 'Культура отаку']",7.7,2007
1080,Золотая пора,Golden Time,"['Романтика', 'Любовный многоугольник', 'Драма', 'Взрослые сейю']",7.7,2013
1081,Клеймор,Kureimoa,"['Экшен', 'Приключения', 'Фэнтези', 'Сёнен', 'Кровь']",7.7,2007
1082,Инуяся: Чёрная Тэссайга,InuYasha: Kuroi Tessaiga,"['Приключения', 'Демоны', 'Фэнтези', 'Романтика', 'Сёнен', 'Путешествие во времени', 'Экшен', 'Исторический']",7.7,2008
1083,Городской охотник 91,City Hunter '91,"['Экшен', 'Комедия', 'Детектив', 'Сёнен']",7.7,1991
1084,Астро-боец Санред,Tentai Senshi Sunred,"['Комедия', 'Пародия', 'Супер сила', 'Сейнен', 'Гэг юмор']",7.7,2008
1085,Иной мир — легенда Святых Рыцарей,Isekai no Seikishi Monogatari / ism,"['Экшен', 'Комедия', 'Этти', 'Фэнтези', 'Меха', 'Школа', 'Гарем', 'Исекай']",7.7,2009
1086,"Эстебан, сын Солнца",Taiyou no Ko Esteban,"['Приключения', 'Исторический', 'Фантастика']",7.7,1982
1087,"Отныне Мао, король демонов! 3 сезон",Kyou kara Maou! 3rd Series / kkm3,"['Приключения', 'Комедия', 'Фэнтези', 'Сёдзе', 'Исекай']",7.7,2008
1088,Атака титанов: Багровые луки и стрелы,Shingeki no Kyojin Movie 1: Guren no Yumiya,"['Экшен', 'Драма', 'Сёнен', 'Кровь', 'Выживание']",7.7,2014
1089,Школьные няни: Эпизод 13,Gakuen Babysitters Special,"['Уход за детьми', 'Ияшикей']",7.7,2018
1090,Агрессивная Рэцуко ONA 2,Aggressive Retsuko (ONA) 2nd Season,"['Комедия', 'Антропоморфизм', 'Работа']",7.7,2019
1091,Повар-боец Сома: Четвёртое блюдо,Shokugeki no Souma: Shin no Sara,"['Этти', 'Школа', 'Сёнен', 'Гурман']",7.7,2019
1092,Драгон Квест: Приключения Дая,Dragon Quest: Dai no Daibouken (2020),"['Экшен', 'Приключения', 'Фэнтези', 'Сёнен']",7.7,2020
1093,Ура мечте! Девушки из группы 2,BanG Dream! Garupa☆Pico: Oomori,"['Музыка', 'Комедия']",7.7,2020
1094,Спой немного гармонии,Ai no Utagoe wo Kikasete,"['Музыка', 'Школа', 'Фантастика', 'Драма']",7.7,2021
1095,По ту сторону границы,Kyoukai no Kanata,"['Фэнтези', 'Экшен', 'Школа']",7.7,2013
1096,Школа детективов Къю,Tantei Gakuen Q,"['Комедия', 'Детектив', 'Драма', 'Сёнен', 'Полиция']",7.7,2003
1097,Чёрный Джек,Black Jack,"['Драма', 'Детектив', 'Психологическое', 'Триллер', 'Медицина', 'Сёнен']",7.7,1993
1098,Рубаки,Slayers TV,"['Приключения', 'Комедия', 'Фэнтези']",7.7,1995
1099,Гандам: Сконструированные бойцы,Gundam Build Fighters / gbf,"['Меха', 'Экшен', 'Фантастика']",7.7,2013
1100,Школьные истории о привидениях,Gakkou no Kaidan,"['Детектив', 'Ужасы', 'Сверхъестественное']",7.7,2000
1101,На закате человечества,Jinrui wa Suitai Shimashita / Jintai,"['Фэнтези', 'Комедия', 'Приключения']",7.7,2012
1102,Усопшие,Shi-Ki,"['Детектив', 'Вампиры', 'Сверхъестественное', 'Триллер', 'Ужасы', 'Психологическое', 'Кровь', 'Сёнен']",7.7,2010
1103,Несносные пришельцы,Urusei Yatsura TV,"['Экшен', 'Приключения', 'Комедия', 'Драма', 'Романтика', 'Фантастика', 'Сёнен']",7.7,1981
1104,Драконий жемчуг Кай,Dragon Ball Kai,"['Экшен', 'Приключения', 'Комедия', 'Боевые искусства', 'Сёнен', 'Супер сила', 'Фэнтези']",7.7,2009
1105,Покемон: Начало,Pokemon: The Origin,"['Экшен', 'Приключения', 'Комедия', 'Фэнтези', 'Детское']",7.7,2013
1106,Робот Геттер: Армагеддон,Change!! Getter Robo: Sekai Saigo no Hi,"['Экшен', 'Психологическое', 'Приключения', 'Меха', 'Фантастика', 'Ужасы', 'Сёнен']",7.7,1998
1107,Красавица-воин Сейлор Мун,Bishoujo Senshi Sailor Moon / SM,"['Демоны', 'Романтика', 'Сёдзе', 'Махо-сёдзё', 'Фэнтези']",7.7,1992
1108,Невезучая ведьма Дореми: Бабах!,Ojamajo Doremi Dokkaan! / DoremiS4,"['Комедия', 'Фэнтези', 'Махо-сёдзё']",7.7,2002
1109,Ранма 1/2 OVA,Ranma 1/2 (1993),"['Комедия', 'Боевые искусства', 'Романтика', 'Сёнен', 'Смена пола']",7.7,1993
1110,Мобильный воин Гандам: Дубль-вэ — Бесконечный вальс,Shin Kidou Senki Gundam Wing: Endless Waltz,"['Экшен', 'Драма', 'Меха', 'Фантастика', 'Космос', 'Военное', 'Удостоено наград']",7.7,1997
1111,Баскетбол Куроко: Вперёд сквозь слёзы,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,"['Школа', 'Сёнен', 'Спорт', 'Командный спорт']",7.7,2016
1112,Нет лекарства для моего брата! 2 сезон,Ani ni Tsukeru Kusuri wa Nai! 2,"['Повседневность', 'Комедия', 'Школа']",7.7,2018
1113,"Домашний питомец, иногда сидящий на моей голове","Doukyonin wa Hiza, Tokidoki, Atama no Ue. / hizaue","['Повседневность', 'Питомцы', 'Взрослые сейю']",7.7,2019
1114,Вольный стиль! Заплыв в будущее. Фильм,Free! Movie 3: Road to the World - Yume,"['Школа', 'Спорт']",7.7,2019
1115,Красавица-воин Сейлор Мун: Вечность 2,Bishoujo Senshi Sailor Moon Eternal Movie 2,"['Демоны', 'Романтика', 'Сёдзе', 'Махо-сёдзё', 'Фэнтези']",7.7,2021
1116,Атака титанов: Хроника,Shingeki no Kyojin: Chronicle,"['Экшен', 'Военное', 'Драма', 'Сёнен', 'Кровь', 'Выживание']",7.7,2020
1117,Угроза для парня №1. Фильм,Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen,"['Взрослые сейю', 'Шоу-бизнес', 'Комедия', 'Драма', 'Сёнен Ай']",7.7,2021
1118,Унеси меня на Луну: Униформа,Tonikaku Kawaii: Seifuku,"['Комедия', 'Романтика', 'Сёнен']",7.7,2022
1119,Фарс из убийства девушки-нежити,Undead Girl Murder Farce,"['Фэнтези', 'Детектив', 'Вампиры', 'Исторический', 'Полиция']",7.7,Онгоинг
1120,Бездомный бог OAD,Noragami OVA,"['Сёнен', 'Комедия', 'Фэнтези', 'Демоны', 'Школа']",7.7,2014
1121,Закон Уэки,Ueki no Housoku,"['Приключения', 'Сёнен', 'Сверхъестественное', 'Экшен', 'Супер сила']",7.7,2005
1122,"Труська, Чулко и пресвятой Подвяз",Panty & Stocking with Garterbelt / psg,"['Экшен', 'Комедия', 'Этти', 'Пародия', 'Сверхъестественное', 'Гэг юмор']",7.7,2010
1123,Девы Розена: Увертюра,Rozen Maiden: Ouvertüre / RMO,"['Экшен', 'Комедия', 'Драма', 'Сейнен']",7.7,2006
1124,Последняя фантазия 7: Дети пришествия,Final Fantasy VII: Advent Children / FFVII:AC,"['Экшен', 'Супер сила', 'Фэнтези']",7.7,2005
1125,Красавица-воин Сейлор Мун Эр,Bishoujo Senshi Sailor Moon R / SM R,"['Демоны', 'Романтика', 'Сёдзе', 'Махо-сёдзё', 'Фэнтези']",7.7,1993
1126,Возвращение кота,Neko no Ongaeshi,"['Приключения', 'Драма', 'Фэнтези', 'Антропоморфизм', 'Удостоено наград']",7.7,2002
1127,Семь обличий Ямато Надэсико,Yamato Nadeshiko Shichihenge♥ / pgevo,"['Комедия', 'Сёдзе', 'Обратный гарем']",7.7,2006
1128,Почтовая пчела: Реверс,Tegamibachi Reverse,"['Приключения', 'Фэнтези', 'Сёнен']",7.7,2010
1129,Наброски Хидамари x 365: Спецвыпуски,Hidamari Sketch x 365 Specials,"['Комедия', 'Повседневность', 'Школа', 'CGDCT', 'Ияшикей', 'Изобразительное искусство']",7.7,2009
1130,Детектив Конан: Подсолнухи из адского пламени,Detective Conan Movie 19: The Hellfire Sunflowers,"['Экшен', 'Детектив', 'Сёнен', 'Полиция']",7.7,2015
1131,Рыцари Сидонии: Битва за девятую планету,Sidonia no Kishi: Daikyuu Wakusei Seneki,"['Экшен', 'Меха', 'Фантастика', 'Космос', 'Сейнен']",7.7,2015
1132,Призрак в доспехах: Синдром одиночки — Сообщество стабильной государственности 3D,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,"['Детектив', 'Меха', 'Фантастика', 'Военное', 'Полиция', 'Сейнен', 'Взрослые сейю']",7.7,2011
1133,Покемон XY&Z,Pokemon XY&Z,"['Приключения', 'Экшен', 'Комедия', 'Фэнтези', 'Детское']",7.7,2015
1134,Врата: Там бьются наши воины — Огнедышащие драконы,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2","['Приключения', 'Экшен', 'Военное', 'Фэнтези', 'Исекай']",7.7,2016
1135,Баскетбол Куроко: Тень и свет,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,"['Спорт', 'Школа', 'Сёнен', 'Командный спорт']",7.7,2016
1136,Дракон-горничная госпожи Кобаяси: Валентинки и горячие источники! — Только не ожидайте слишком многого,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai","['Повседневность', 'Фэнтези']",7.7,2017
